timestamp,loja_id,equipamento_id,temperatura_interna,temperatura_ambiente,corrente,consumo_kw,pressao_succao,pressao_descarga,tempo_ciclo_min,partidas_ult_1h,alarme_ativo,em_degradacao,falha_ativa,falha_24h
2026-01-01 03:45:00,L01,COMP_L01_01,-18.2,25.4,10.7,3.4,21.2,212.1,12,1,0,0,0,0
2026-01-01 04:00:00,L01,COMP_L01_01,-18.1,26.9,11.4,3.9,25.5,211.2,12,2,0,0,0,0
2026-01-01 04:15:00,L01,COMP_L01_01,-17.3,25.2,10.9,3.4,22.4,213.8,12,3,0,0,0,0
2026-01-01 04:30:00,L01,COMP_L01_01,-18.1,23.9,10.9,3.5,24.3,210.0,12,1,0,0,0,0
2026-01-01 04:45:00,L01,COMP_L01_01,-18.2,24.9,10.8,3.9,21.7,212.9,14,1,0,0,0,0
2026-01-01 05:00:00,L01,COMP_L01_01,-17.2,26.2,11.1,3.4,23.0,207.7,12,2,0,0,0,0
2026-01-01 05:15:00,L01,COMP_L01_01,-17.3,28.8,11.1,3.5,22.9,214.7,12,3,0,0,0,0
2026-01-01 05:30:00,L01,COMP_L01_01,-16.8,27.0,11.7,3.5,21.3,204.0,12,1,0,0,0,0
2026-01-01 05:45:00,L01,COMP_L01_01,-17.6,25.8,11.7,3.3,21.7,212.1,12,3,0,0,0,0
2026-01-01 06:00:00,L01,COMP_L01_01,-17.6,26.9,11.6,3.5,23.2,201.3,12,2,0,0,0,0
2026-01-01 06:15:00,L01,COMP_L01_01,-18.2,25.1,10.9,3.7,21.2,209.6,13,1,0,0,0,0
2026-01-01 06:30:00,L01,COMP_L01_01,-17.7,25.9,11.5,3.6,23.9,208.9,14,3,1,0,0,0
2026-01-01 06:45:00,L01,COMP_L01_01,-17.3,26.7,10.6,3.5,22.8,219.6,12,2,0,0,0,0
2026-01-01 07:00:00,L01,COMP_L01_01,-17.6,24.2,10.8,3.6,23.8,206.6,12,3,0,0,0,0
2026-01-01 07:15:00,L01,COMP_L01_01,-17.5,24.8,10.9,3.3,22.5,202.5,12,2,0,0,0,0
2026-01-01 07:30:00,L01,COMP_L01_01,-18.2,24.7,11.8,4.1,21.4,208.0,13,1,0,0,0,0
2026-01-01 07:45:00,L01,COMP_L01_01,-18.0,26.0,11.4,3.6,22.2,209.0,13,1,1,0,0,0
2026-01-01 08:00:00,L01,COMP_L01_01,-17.6,26.7,10.9,3.6,23.6,210.1,14,1,0,0,0,0
2026-01-01 08:15:00,L01,COMP_L01_01,-17.5,25.3,11.2,3.5,24.7,215.8,14,2,0,0,0,0
2026-01-01 08:30:00,L01,COMP_L01_01,-18.1,28.2,11.2,3.6,20.8,213.2,14,3,0,0,0,0
2026-01-01 08:45:00,L01,COMP_L01_01,-17.7,26.8,11.1,3.4,22.5,208.5,12,2,0,0,0,0
2026-01-01 09:00:00,L01,COMP_L01_01,-19.0,26.0,11.1,3.6,22.2,202.5,12,2,0,0,0,0
2026-01-01 09:15:00,L01,COMP_L01_01,-18.4,27.7,10.9,3.5,21.5,208.2,14,3,0,0,0,0
2026-01-01 09:30:00,L01,COMP_L01_01,-16.4,28.2,11.3,3.8,23.0,212.8,13,2,0,0,0,0
2026-01-01 09:45:00,L01,COMP_L01_01,-17.9,27.9,10.6,3.7,22.4,214.2,13,1,0,0,0,0
2026-01-01 10:00:00,L01,COMP_L01_01,-17.0,24.0,11.0,3.3,22.0,215.6,13,3,0,0,0,0
2026-01-01 10:15:00,L01,COMP_L01_01,-18.1,26.4,10.6,3.4,22.9,214.1,12,2,0,0,0,0
2026-01-01 10:30:00,L01,COMP_L01_01,-17.3,26.5,11.2,3.8,20.5,207.1,14,1,0,0,0,0
2026-01-01 10:45:00,L01,COMP_L01_01,-16.6,26.9,11.4,3.4,23.4,213.8,14,3,0,0,0,0
2026-01-01 11:00:00,L01,COMP_L01_01,-17.3,25.1,11.0,3.5,22.9,213.5,13,2,0,0,0,0
2026-01-01 11:15:00,L01,COMP_L01_01,-16.6,25.3,10.7,3.5,23.4,209.6,13,3,0,0,0,0
2026-01-01 11:30:00,L01,COMP_L01_01,-16.9,27.2,12.0,3.5,20.6,215.9,12,3,1,0,0,0
2026-01-01 11:45:00,L01,COMP_L01_01,-16.7,24.0,10.6,3.2,21.8,211.3,13,3,0,0,0,0
2026-01-01 12:00:00,L01,COMP_L01_01,-18.3,22.9,11.1,3.4,23.0,212.3,13,3,0,0,0,0
2026-01-01 12:15:00,L01,COMP_L01_01,-17.4,27.5,11.2,3.6,21.9,208.8,14,3,0,0,0,0
2026-01-01 12:30:00,L01,COMP_L01_01,-17.7,27.2,11.0,3.5,23.4,201.5,14,3,0,0,0,0
2026-01-01 12:45:00,L01,COMP_L01_01,-18.9,25.4,11.4,3.4,22.8,213.9,14,3,0,0,0,0
2026-01-01 13:00:00,L01,COMP_L01_01,-17.9,28.4,11.1,3.3,22.0,203.6,12,1,0,0,0,0
2026-01-01 13:15:00,L01,COMP_L01_01,-17.0,29.0,10.5,3.6,21.5,211.4,12,3,0,0,0,0
2026-01-01 13:30:00,L01,COMP_L01_01,-16.9,25.5,10.9,3.3,21.9,211.2,12,2,0,0,0,0
2026-01-01 13:45:00,L01,COMP_L01_01,-17.2,28.4,10.9,3.2,23.6,208.2,13,3,0,0,0,0
2026-01-01 14:00:00,L01,COMP_L01_01,-17.5,26.9,11.9,3.9,22.6,210.2,12,1,0,0,0,0
2026-01-01 14:15:00,L01,COMP_L01_01,-17.3,26.3,11.2,3.3,21.0,201.2,13,1,0,0,0,0
2026-01-01 14:30:00,L01,COMP_L01_01,-17.6,29.3,11.5,3.3,22.9,207.9,13,2,0,0,0,0
2026-01-01 14:45:00,L01,COMP_L01_01,-17.1,25.9,11.5,3.3,22.6,219.9,14,2,0,0,0,0
2026-01-01 15:00:00,L01,COMP_L01_01,-17.4,27.3,11.1,3.5,21.8,211.2,13,3,0,0,0,0
2026-01-01 15:15:00,L01,COMP_L01_01,-17.1,27.4,11.5,3.6,22.3,211.3,13,1,0,0,0,0
2026-01-01 15:30:00,L01,COMP_L01_01,-18.6,25.9,10.3,3.2,23.9,213.1,12,2,0,0,0,0
2026-01-01 15:45:00,L01,COMP_L01_01,-19.2,25.6,12.0,3.6,22.0,211.4,12,3,0,0,0,0
2026-01-01 16:00:00,L01,COMP_L01_01,-17.4,26.3,11.4,3.6,23.2,206.8,13,3,0,0,0,0
2026-01-01 16:15:00,L01,COMP_L01_01,-18.0,25.1,11.6,3.5,24.0,207.7,12,1,0,0,0,0
2026-01-01 16:30:00,L01,COMP_L01_01,-17.3,28.7,10.9,3.3,22.1,211.3,13,1,0,0,0,0
2026-01-01 16:45:00,L01,COMP_L01_01,-17.8,28.1,10.1,3.3,20.9,206.2,14,2,0,0,0,0
2026-01-01 17:00:00,L01,COMP_L01_01,-17.6,26.2,11.2,3.3,23.3,212.2,14,3,0,0,0,0
2026-01-01 17:15:00,L01,COMP_L01_01,-17.3,29.4,11.0,3.4,21.8,205.4,13,2,0,0,0,0
2026-01-01 17:30:00,L01,COMP_L01_01,-17.8,25.1,11.0,3.6,22.6,206.5,12,2,0,0,0,0
2026-01-01 17:45:00,L01,COMP_L01_01,-17.5,25.4,11.3,3.5,21.1,209.2,13,1,0,0,0,0
2026-01-01 18:00:00,L01,COMP_L01_01,-17.3,24.2,11.6,3.7,22.3,211.0,13,3,0,0,0,0
2026-01-01 18:15:00,L01,COMP_L01_01,-17.6,24.8,11.4,3.9,21.4,206.2,14,2,0,0,0,0
2026-01-01 18:30:00,L01,COMP_L01_01,-18.2,26.8,11.8,3.2,21.3,207.8,14,2,0,0,0,0
2026-01-01 18:45:00,L01,COMP_L01_01,-17.3,23.7,11.3,3.4,23.8,207.0,13,3,0,0,0,0
2026-01-01 19:00:00,L01,COMP_L01_01,-17.0,27.1,10.4,3.6,21.5,210.5,14,3,0,0,0,0
2026-01-01 19:15:00,L01,COMP_L01_01,-17.9,24.5,11.4,3.5,22.0,215.3,12,3,1,0,0,0
2026-01-01 19:30:00,L01,COMP_L01_01,-17.3,25.5,11.3,3.4,22.2,215.0,12,1,0,0,0,0
2026-01-01 19:45:00,L01,COMP_L01_01,-16.5,30.2,10.9,3.1,22.3,208.4,13,3,0,0,0,0
2026-01-01 20:00:00,L01,COMP_L01_01,-17.1,27.2,10.5,3.6,24.6,210.2,14,2,0,0,0,0
2026-01-01 20:15:00,L01,COMP_L01_01,-17.1,23.8,11.1,3.4,24.4,208.8,12,2,0,0,0,0
2026-01-01 20:30:00,L01,COMP_L01_01,-17.1,26.9,10.7,3.5,23.8,208.2,14,3,0,0,0,0
2026-01-01 20:45:00,L01,COMP_L01_01,-18.0,25.9,11.0,3.2,20.9,211.4,12,2,0,0,0,0
2026-01-01 21:00:00,L01,COMP_L01_01,-17.0,26.8,10.8,3.2,23.4,210.9,13,3,0,0,0,0
2026-01-01 21:15:00,L01,COMP_L01_01,-17.2,27.0,11.0,3.7,23.2,214.5,13,3,0,0,0,0
2026-01-01 21:30:00,L01,COMP_L01_01,-17.8,25.7,10.9,3.7,24.1,207.7,12,3,0,0,0,0
2026-01-01 21:45:00,L01,COMP_L01_01,-17.6,27.8,10.2,3.3,21.8,200.2,13,1,0,0,0,0
2026-01-01 22:00:00,L01,COMP_L01_01,-17.6,28.1,11.0,3.3,22.5,213.7,14,3,0,0,0,0
2026-01-01 22:15:00,L01,COMP_L01_01,-17.1,26.1,11.3,3.5,23.3,205.4,12,1,0,0,0,0
2026-01-01 22:30:00,L01,COMP_L01_01,-18.2,24.0,11.4,3.4,21.5,209.1,12,1,0,0,0,0
2026-01-01 22:45:00,L01,COMP_L01_01,-18.4,25.0,11.7,3.6,23.3,205.0,13,2,0,0,0,0
2026-01-01 23:00:00,L01,COMP_L01_01,-17.4,27.2,11.0,3.6,22.7,212.6,14,1,0,0,0,0
2026-01-01 23:15:00,L01,COMP_L01_01,-18.8,27.9,11.6,3.3,20.7,209.9,12,3,0,0,0,0
2026-01-01 23:30:00,L01,COMP_L01_01,-17.1,25.8,10.7,3.5,22.3,205.5,14,2,0,0,0,0
2026-01-01 23:45:00,L01,COMP_L01_01,-16.8,25.0,11.4,3.6,23.0,214.5,13,2,0,0,0,0
2026-01-02 00:00:00,L01,COMP_L01_01,-17.1,26.9,10.4,3.5,22.0,204.4,14,3,0,0,0,0
2026-01-02 00:15:00,L01,COMP_L01_01,-16.6,26.8,11.6,3.5,22.8,205.1,12,1,0,0,0,0
2026-01-02 00:30:00,L01,COMP_L01_01,-18.2,26.3,11.0,3.9,23.5,209.6,13,3,0,0,0,0
2026-01-02 00:45:00,L01,COMP_L01_01,-17.6,24.8,11.0,3.3,21.3,211.6,13,2,0,0,0,0
2026-01-02 01:00:00,L01,COMP_L01_01,-17.5,27.9,11.5,3.7,22.6,206.1,12,2,0,0,0,0
2026-01-02 01:15:00,L01,COMP_L01_01,-17.2,28.3,11.5,3.5,21.3,208.2,14,2,1,0,0,0
2026-01-02 01:30:00,L01,COMP_L01_01,-17.8,26.8,10.9,3.4,22.9,207.9,12,3,0,0,0,0
2026-01-02 01:45:00,L01,COMP_L01_01,-18.1,25.7,11.7,3.3,20.4,202.1,13,3,0,0,0,0
2026-01-02 02:00:00,L01,COMP_L01_01,-17.5,28.2,10.0,3.6,24.1,205.0,14,3,0,0,0,0
2026-01-02 02:15:00,L01,COMP_L01_01,-18.0,25.9,11.6,3.9,22.2,217.1,14,2,0,0,0,0
2026-01-02 02:30:00,L01,COMP_L01_01,-17.5,26.6,11.2,4.1,23.4,206.7,12,2,0,0,0,0
2026-01-02 02:45:00,L01,COMP_L01_01,-17.7,27.8,11.1,3.6,22.6,210.9,12,3,0,0,0,0
2026-01-02 03:00:00,L01,COMP_L01_01,-17.1,24.9,10.5,3.5,22.6,206.7,13,1,0,0,0,0
2026-01-02 03:15:00,L01,COMP_L01_01,-17.7,25.5,11.1,3.6,21.6,212.4,12,2,0,0,0,0
2026-01-02 03:30:00,L01,COMP_L01_01,-18.6,26.4,11.0,3.5,22.5,210.4,12,3,0,0,0,0
2026-01-02 03:45:00,L01,COMP_L01_01,-18.2,24.7,11.2,3.7,22.1,199.5,14,3,0,0,0,0
2026-01-02 04:00:00,L01,COMP_L01_01,-17.8,25.8,11.1,3.4,23.6,206.8,13,3,0,0,0,0
2026-01-02 04:15:00,L01,COMP_L01_01,-18.4,27.0,11.1,3.5,24.2,207.0,13,1,0,0,0,0
2026-01-02 04:30:00,L01,COMP_L01_01,-18.2,26.5,10.6,3.3,23.0,211.7,12,1,0,0,0,0
2026-01-02 04:45:00,L01,COMP_L01_01,-16.8,28.5,11.3,3.8,20.7,208.2,12,3,0,0,0,0
2026-01-02 05:00:00,L01,COMP_L01_01,-17.8,26.1,11.8,3.5,23.0,208.6,13,1,0,0,0,0
2026-01-02 05:15:00,L01,COMP_L01_01,-17.2,28.1,11.7,3.6,23.2,204.9,12,1,0,0,0,0
2026-01-02 05:30:00,L01,COMP_L01_01,-16.9,26.7,11.4,3.6,23.8,210.7,13,2,0,0,0,0
2026-01-02 05:45:00,L01,COMP_L01_01,-19.2,27.0,9.6,3.2,23.0,211.4,14,2,0,0,0,0
2026-01-02 06:00:00,L01,COMP_L01_01,-16.6,25.7,12.0,3.5,23.0,216.0,12,3,0,0,0,0
2026-01-02 06:15:00,L01,COMP_L01_01,-17.5,26.3,10.5,3.4,21.8,213.2,14,1,0,0,0,0
2026-01-02 06:30:00,L01,COMP_L01_01,-17.5,26.7,11.3,3.3,21.5,213.9,12,2,0,0,0,0
2026-01-02 06:45:00,L01,COMP_L01_01,-17.2,27.1,10.5,3.5,23.3,211.0,13,1,0,0,0,0
2026-01-02 07:00:00,L01,COMP_L01_01,-17.3,25.9,10.9,3.7,24.0,216.7,14,3,0,0,0,0
2026-01-02 07:15:00,L01,COMP_L01_01,-17.2,27.5,11.1,3.5,23.4,209.3,13,2,0,0,0,0
2026-01-02 07:30:00,L01,COMP_L01_01,-17.1,26.4,11.2,3.6,22.2,212.5,12,1,0,0,0,0
2026-01-02 07:45:00,L01,COMP_L01_01,-16.6,25.6,10.4,3.3,21.5,209.7,14,1,0,0,0,0
2026-01-02 08:00:00,L01,COMP_L01_01,-17.1,26.9,11.2,3.6,23.2,201.1,14,3,0,0,0,0
2026-01-02 08:15:00,L01,COMP_L01_01,-17.4,26.4,11.5,3.7,22.8,207.5,13,1,0,0,0,0
2026-01-02 08:30:00,L01,COMP_L01_01,-17.5,27.9,10.9,3.7,23.2,205.7,14,2,0,0,0,0
2026-01-02 08:45:00,L01,COMP_L01_01,-17.4,25.2,10.7,3.4,23.1,205.7,14,3,0,0,0,0
2026-01-02 09:00:00,L01,COMP_L01_01,-17.6,26.6,12.1,3.2,24.0,210.1,13,1,0,0,0,0
2026-01-02 09:15:00,L01,COMP_L01_01,-17.2,26.2,11.7,3.4,23.7,206.9,13,1,0,0,0,0
2026-01-02 09:30:00,L01,COMP_L01_01,-17.2,28.6,11.0,3.5,21.5,208.6,13,3,0,0,0,0
2026-01-02 09:45:00,L01,COMP_L01_01,-17.3,28.4,12.2,3.4,24.0,210.5,14,1,0,0,0,0
2026-01-02 10:00:00,L01,COMP_L01_01,-17.4,26.6,10.9,3.2,21.0,212.1,12,2,0,0,0,0
2026-01-02 10:15:00,L01,COMP_L01_01,-17.4,27.6,11.1,3.4,23.8,215.8,14,3,0,0,0,0
2026-01-02 10:30:00,L01,COMP_L01_01,-16.7,28.1,11.3,3.6,23.1,205.1,12,3,0,0,0,0
2026-01-02 10:45:00,L01,COMP_L01_01,-17.9,28.3,11.4,3.8,22.3,204.9,12,3,0,0,0,0
2026-01-02 11:00:00,L01,COMP_L01_01,-17.4,28.1,10.9,3.6,21.6,211.3,12,1,0,0,0,0
2026-01-02 11:15:00,L01,COMP_L01_01,-17.6,26.1,11.0,3.9,22.5,208.5,12,3,0,0,0,0
2026-01-02 11:30:00,L01,COMP_L01_01,-17.6,25.4,11.6,3.5,23.9,209.8,12,3,0,0,0,0
2026-01-02 11:45:00,L01,COMP_L01_01,-17.4,29.0,10.1,3.1,22.0,209.6,14,1,0,0,0,0
2026-01-02 12:00:00,L01,COMP_L01_01,-17.7,27.9,11.5,3.5,23.5,210.6,14,2,0,0,0,0
2026-01-02 12:15:00,L01,COMP_L01_01,-17.4,26.4,11.7,3.0,21.1,204.8,13,2,0,0,0,0
2026-01-02 12:30:00,L01,COMP_L01_01,-18.4,24.9,10.7,4.0,24.4,207.9,13,1,0,0,0,0
2026-01-02 12:45:00,L01,COMP_L01_01,-18.6,26.2,10.7,3.5,21.0,206.5,12,2,0,0,0,0
2026-01-02 13:00:00,L01,COMP_L01_01,-17.2,24.4,11.4,3.3,23.2,209.5,12,1,0,0,0,0
2026-01-02 13:15:00,L01,COMP_L01_01,-17.2,27.3,11.0,3.8,23.6,208.5,13,1,0,0,0,0
2026-01-02 13:30:00,L01,COMP_L01_01,-16.3,24.5,10.7,3.8,21.5,204.2,12,2,0,0,0,0
2026-01-02 13:45:00,L01,COMP_L01_01,-17.5,25.4,10.8,3.4,21.7,218.6,13,1,0,0,0,0
2026-01-02 14:00:00,L01,COMP_L01_01,-17.7,26.1,10.8,3.0,21.2,202.3,13,2,0,0,0,0
2026-01-02 14:15:00,L01,COMP_L01_01,-16.7,26.3,11.6,3.6,23.3,205.9,12,2,0,0,0,0
2026-01-02 14:30:00,L01,COMP_L01_01,-17.8,27.2,11.3,3.4,21.4,204.8,13,2,0,0,0,0
2026-01-02 14:45:00,L01,COMP_L01_01,-17.4,26.9,10.8,3.5,23.1,212.0,14,1,0,0,0,0
2026-01-02 15:00:00,L01,COMP_L01_01,-18.1,28.9,10.9,3.7,22.6,207.9,14,3,0,0,0,0
2026-01-02 15:15:00,L01,COMP_L01_01,-18.4,27.8,11.7,3.3,22.9,206.6,13,1,0,0,0,0
2026-01-02 15:30:00,L01,COMP_L01_01,-17.5,29.0,10.9,3.7,22.7,212.7,14,2,0,0,0,0
2026-01-02 15:45:00,L01,COMP_L01_01,-17.5,25.1,11.3,3.6,23.2,215.7,13,3,0,0,0,0
2026-01-02 16:00:00,L01,COMP_L01_01,-17.2,25.5,11.1,3.4,24.2,211.0,12,1,0,0,0,0
2026-01-02 16:15:00,L01,COMP_L01_01,-18.8,23.4,11.4,3.5,22.8,204.2,14,3,0,0,0,0
2026-01-02 16:30:00,L01,COMP_L01_01,-17.0,26.6,10.9,3.4,20.4,210.5,12,3,0,0,0,0
2026-01-02 16:45:00,L01,COMP_L01_01,-17.8,24.7,10.7,3.5,20.5,212.0,13,2,0,0,0,0
2026-01-02 17:00:00,L01,COMP_L01_01,-18.9,24.9,11.6,2.9,22.2,204.8,14,3,0,0,0,0
2026-01-02 17:15:00,L01,COMP_L01_01,-17.2,27.2,11.8,3.5,22.9,203.6,13,3,0,0,0,0
2026-01-02 17:30:00,L01,COMP_L01_01,-17.8,26.4,10.5,3.5,23.5,210.7,14,1,0,0,0,0
2026-01-02 17:45:00,L01,COMP_L01_01,-17.0,23.6,10.6,3.7,22.8,211.2,13,3,0,0,0,0
2026-01-02 18:00:00,L01,COMP_L01_01,-17.1,30.5,11.0,3.3,23.0,211.3,12,2,0,0,0,0
2026-01-02 18:15:00,L01,COMP_L01_01,-16.1,26.9,10.8,3.7,22.5,208.5,12,3,0,0,0,0
2026-01-02 18:30:00,L01,COMP_L01_01,-17.2,29.3,11.3,3.4,22.1,207.9,14,2,0,0,0,0
2026-01-02 18:45:00,L01,COMP_L01_01,-16.9,23.8,11.4,3.4,22.9,205.0,12,1,0,0,0,0
2026-01-02 19:00:00,L01,COMP_L01_01,-16.9,24.1,11.4,3.6,21.0,209.4,14,3,0,0,0,0
2026-01-02 19:15:00,L01,COMP_L01_01,-17.3,26.8,11.7,3.7,19.7,208.2,14,2,0,0,0,0
2026-01-02 19:30:00,L01,COMP_L01_01,-17.4,28.3,10.6,3.6,21.6,206.8,14,2,0,0,0,0
2026-01-02 19:45:00,L01,COMP_L01_01,-17.2,23.6,11.8,3.6,22.4,211.8,14,3,0,0,0,0
2026-01-02 20:00:00,L01,COMP_L01_01,-17.6,26.1,10.9,3.4,23.3,210.5,12,2,0,0,0,0
2026-01-02 20:15:00,L01,COMP_L01_01,-17.1,25.8,12.0,3.2,23.8,215.0,12,1,0,0,0,0
2026-01-02 20:30:00,L01,COMP_L01_01,-16.9,27.8,11.1,3.5,22.4,211.1,13,1,0,0,0,0
2026-01-02 20:45:00,L01,COMP_L01_01,-18.0,27.6,11.4,3.6,23.3,208.4,14,1,0,0,0,0
2026-01-02 21:00:00,L01,COMP_L01_01,-18.4,26.7,11.0,3.4,19.6,204.5,13,2,0,0,0,0
2026-01-02 21:15:00,L01,COMP_L01_01,-17.2,24.3,11.7,3.5,22.9,218.8,12,2,0,0,0,0
2026-01-02 21:30:00,L01,COMP_L01_01,-17.8,25.9,11.3,3.5,22.2,215.4,13,2,0,0,0,0
2026-01-02 21:45:00,L01,COMP_L01_01,-17.4,29.1,11.2,3.7,21.8,206.1,13,2,0,0,0,0
2026-01-02 22:00:00,L01,COMP_L01_01,-17.4,24.5,10.5,3.2,20.8,210.0,13,1,0,0,0,0
2026-01-02 22:15:00,L01,COMP_L01_01,-18.8,26.1,11.0,3.9,21.1,207.9,12,1,0,0,0,0
2026-01-02 22:30:00,L01,COMP_L01_01,-17.1,26.6,11.2,3.7,21.8,213.0,14,2,0,0,0,0
2026-01-02 22:45:00,L01,COMP_L01_01,-17.3,25.5,11.1,3.4,21.5,208.1,13,2,0,0,0,0
2026-01-02 23:00:00,L01,COMP_L01_01,-18.1,27.5,10.6,3.4,21.9,214.8,12,1,0,0,0,0
2026-01-02 23:15:00,L01,COMP_L01_01,-17.2,23.2,11.1,3.9,22.7,209.8,12,2,0,0,0,0
2026-01-02 23:30:00,L01,COMP_L01_01,-18.7,23.9,11.2,3.4,23.9,208.3,12,3,0,0,0,0
2026-01-02 23:45:00,L01,COMP_L01_01,-19.1,26.0,11.0,3.4,23.6,214.3,14,1,0,0,0,0
2026-01-03 00:00:00,L01,COMP_L01_01,-17.1,27.2,11.2,3.7,21.4,217.5,14,1,0,0,0,0
2026-01-03 00:15:00,L01,COMP_L01_01,-18.5,25.0,11.7,3.4,23.4,210.5,14,1,0,0,0,0
2026-01-03 00:30:00,L01,COMP_L01_01,-17.6,23.7,10.8,3.6,23.0,203.2,14,1,0,0,0,0
2026-01-03 00:45:00,L01,COMP_L01_01,-17.7,24.3,10.8,3.4,23.3,212.7,14,1,0,0,0,0
2026-01-03 01:00:00,L01,COMP_L01_01,-17.4,25.2,10.6,3.3,21.9,204.9,13,1,0,0,0,0
2026-01-03 01:15:00,L01,COMP_L01_01,-18.4,26.4,11.0,3.6,22.6,203.7,14,1,1,0,0,0
2026-01-03 01:30:00,L01,COMP_L01_01,-16.8,23.1,11.2,3.7,22.4,211.7,14,1,0,0,0,0
2026-01-03 01:45:00,L01,COMP_L01_01,-18.4,22.9,11.5,3.3,22.1,204.0,14,3,0,0,0,0
2026-01-03 02:00:00,L01,COMP_L01_01,-17.9,27.0,11.3,3.6,22.8,215.8,14,3,0,0,0,0
2026-01-03 02:15:00,L01,COMP_L01_01,-16.8,28.3,10.5,3.4,23.9,211.5,12,3,0,0,0,0
2026-01-03 02:30:00,L01,COMP_L01_01,-17.7,26.8,11.0,3.5,22.6,206.8,13,2,0,0,0,0
2026-01-03 02:45:00,L01,COMP_L01_01,-18.5,26.9,10.8,3.6,22.6,212.6,12,1,0,0,0,0
2026-01-03 03:00:00,L01,COMP_L01_01,-16.8,22.9,11.7,3.6,23.6,204.6,12,2,0,0,0,0
2026-01-03 03:15:00,L01,COMP_L01_01,-17.5,26.8,11.5,3.1,23.5,209.5,12,2,0,0,0,0
2026-01-03 03:30:00,L01,COMP_L01_01,-17.2,22.8,11.3,3.2,22.6,209.0,13,2,0,0,0,0
2026-01-03 03:45:00,L01,COMP_L01_01,-17.9,25.6,11.6,3.6,22.2,208.6,14,1,0,0,0,0
2026-01-03 04:00:00,L01,COMP_L01_01,-18.5,27.5,11.1,4.0,21.5,209.1,13,2,0,0,0,0
2026-01-03 04:15:00,L01,COMP_L01_01,-17.9,26.7,11.1,3.6,21.9,209.2,13,3,0,0,0,0
2026-01-03 04:30:00,L01,COMP_L01_01,-17.2,26.0,10.4,3.7,22.9,206.6,14,1,0,0,0,0
2026-01-03 04:45:00,L01,COMP_L01_01,-18.1,25.6,11.6,3.4,23.2,207.4,14,1,0,0,0,0
2026-01-03 05:00:00,L01,COMP_L01_01,-16.9,25.6,10.4,3.2,22.0,204.5,13,2,0,0,0,0
2026-01-03 05:15:00,L01,COMP_L01_01,-16.0,23.8,11.2,3.3,22.1,210.1,13,3,0,0,0,0
2026-01-03 05:30:00,L01,COMP_L01_01,-16.3,25.7,11.2,3.7,22.4,207.2,12,2,0,0,0,0
2026-01-03 05:45:00,L01,COMP_L01_01,-17.5,24.9,11.1,3.4,22.0,211.9,12,1,0,0,0,0
2026-01-03 06:00:00,L01,COMP_L01_01,-18.3,25.4,11.8,3.7,22.7,205.8,14,2,0,0,0,0
2026-01-03 06:15:00,L01,COMP_L01_01,-17.4,26.3,11.1,3.5,21.1,207.4,14,2,0,0,0,0
2026-01-03 06:30:00,L01,COMP_L01_01,-17.6,25.2,11.1,3.4,24.0,211.5,14,1,0,0,0,0
2026-01-03 06:45:00,L01,COMP_L01_01,-17.9,25.5,11.2,3.4,23.5,206.4,13,3,0,0,0,0
2026-01-03 07:00:00,L01,COMP_L01_01,-17.8,28.0,11.3,3.8,24.8,205.4,14,1,0,0,0,0
2026-01-03 07:15:00,L01,COMP_L01_01,-17.9,25.4,10.7,3.3,22.4,204.6,14,1,0,0,0,0
